mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_nn_model__batch_size,param_nn_model__dropout,param_nn_model__epochs,param_nn_model__input_dim,param_nn_model__optimizer,params,split0_test_percentile99,split1_test_percentile99,mean_test_percentile99,std_test_percentile99,rank_test_percentile99,split0_test_MAPE,split1_test_MAPE,mean_test_MAPE,std_test_MAPE,rank_test_MAPE
385.684070110321,1.79632163047791,104.205054163933,1.69973456859589,75,0,300,22,adam,"{'nn_model__batch_size': 75, 'nn_model__dropout': 0, 'nn_model__epochs': 300, 'nn_model__input_dim': 22, 'nn_model__optimizer': 'adam'}",-98.645874710083,-109.757266082763,-104.201570396423,5.55569568634023,108,-30.7422542572021,-36.5794525146484,-33.6608533859253,2.91859912872314,14
160.308425426483,1.97526931762695,123.530863881111,16.0023373365402,300,0.2,300,22,adam,"{'nn_model__batch_size': 300, 'nn_model__dropout': 0.2, 'nn_model__epochs': 300, 'nn_model__input_dim': 22, 'nn_model__optimizer': 'adam'}",-98.1579505157471,-98.6761419677734,-98.4170462417602,0.259095726013165,18,-34.9098777770996,-32.4309234619141,-33.6704006195068,1.23947715759277,15
196.745483279228,4.0899430513382,82.8808106184006,2.30207550525665,100,0,200,22,adam,"{'nn_model__batch_size': 100, 'nn_model__dropout': 0, 'nn_model__epochs': 200, 'nn_model__input_dim': 22, 'nn_model__optimizer': 'adam'}",-105.41148071289,-116.036107177734,-110.723793945312,5.31231323242194,154,-30.7106800079346,-36.7519721984863,-33.7313261032104,3.02064609527588,16
314.122065544128,0.870291709899902,73.8072791099548,2.7711935043335,50,0.2,150,22,adam,"{'nn_model__batch_size': 50, 'nn_model__dropout': 0.2, 'nn_model__epochs': 150, 'nn_model__input_dim': 22, 'nn_model__optimizer': 'adam'}",-119.505537490845,-97.082144241333,-108.293840866089,11.2116966247558,139,-36.4527549743652,-31.3003578186035,-33.8765563964844,2.57619857788086,17
591.604236125946,3.71314239501953,71.7538988590241,3.67195677757263,25,0.2,150,22,adam,"{'nn_model__batch_size': 25, 'nn_model__dropout': 0.2, 'nn_model__epochs': 150, 'nn_model__input_dim': 22, 'nn_model__optimizer': 'adam'}",-98.3674311065673,-97.0946348571777,-97.7310329818725,0.636398124694765,4,-33.0748405456543,-35.0833015441895,-34.0790710449219,1.00423049926758,18
212.994324326515,2.79518568515778,77.4727470874786,2.79989814758301,150,0.2,250,22,adam,"{'nn_model__batch_size': 150, 'nn_model__dropout': 0.2, 'nn_model__epochs': 250, 'nn_model__input_dim': 22, 'nn_model__optimizer': 'adam'}",-115.816128540039,-97.7110803985596,-106.763604469299,9.05252407073974,126,-36.4976501464844,-31.686975479126,-34.0923128128052,2.4053373336792,19
111.947363376617,1.13527917861938,65.1657994985581,2.24436295032501,150,0,150,22,rmsprop,"{'nn_model__batch_size': 150, 'nn_model__dropout': 0, 'nn_model__epochs': 150, 'nn_model__input_dim': 22, 'nn_model__optimizer': 'rmsprop'}",-124.759697647095,-102.200102539062,-113.479900093078,11.2797975540161,166,-33.2457580566406,-35.1126708984375,-34.1792144775391,0.933456420898438,20
335.788063883781,20.1461220979691,56.8791745901108,11.4471615552902,50,0.1,150,22,adam,"{'nn_model__batch_size': 50, 'nn_model__dropout': 0.1, 'nn_model__epochs': 150, 'nn_model__input_dim': 22, 'nn_model__optimizer': 'adam'}",-139.448488616942,-103.870942993164,-121.659715805053,17.7887728118892,192,-33.0020866394043,-35.6539268493652,-34.3280067443848,1.32592010498047,21
289.121644496918,5.13929009437561,65.5789115428925,22.5156962871552,100,0.2,250,22,adam,"{'nn_model__batch_size': 100, 'nn_model__dropout': 0.2, 'nn_model__epochs': 250, 'nn_model__input_dim': 22, 'nn_model__optimizer': 'adam'}",-98.1081050109863,-99.4562816619873,-98.7821933364868,0.674088325500492,30,-33.5463485717773,-35.1531066894531,-34.3497276306152,0.803379058837891,22
148.729947328568,3.73989295959473,76.5990828275681,5.31765425205231,150,0,200,22,adam,"{'nn_model__batch_size': 150, 'nn_model__dropout': 0, 'nn_model__epochs': 200, 'nn_model__input_dim': 22, 'nn_model__optimizer': 'adam'}",-100.126179046631,-99.8400241088867,-99.9831015777588,0.143077468872036,82,-34.0106163024902,-34.7573204040527,-34.3839683532715,0.37335205078125,23
568.080664515495,2.49646365642548,85.2614349126816,36.9365218877792,50,0,300,22,adam,"{'nn_model__batch_size': 50, 'nn_model__dropout': 0, 'nn_model__epochs': 300, 'nn_model__input_dim': 22, 'nn_model__optimizer': 'adam'}",-109.850101242065,-99.5587301635742,-104.70441570282,5.14568553924541,113,-34.8464164733887,-34.0563201904297,-34.4513683319092,0.395048141479492,24
358.888154625893,7.10935509204865,108.657997488976,11.0082370042801,100,0.3,300,22,adam,"{'nn_model__batch_size': 100, 'nn_model__dropout': 0.3, 'nn_model__epochs': 300, 'nn_model__input_dim': 22, 'nn_model__optimizer': 'adam'}",-99.6646071624756,-99.8357637023925,-99.7501854324341,0.085578269958475,78,-36.4344139099121,-32.4827308654785,-34.4585723876953,1.9758415222168,25
197.243014097214,2.86455011367798,61.6486724615097,10.1698144674301,25,0.2,50,22,adam,"{'nn_model__batch_size': 25, 'nn_model__dropout': 0.2, 'nn_model__epochs': 50, 'nn_model__input_dim': 22, 'nn_model__optimizer': 'adam'}",-103.013183517456,-113.836619338988,-108.424901428222,5.4117179107662,140,-35.4617767333984,-33.9500732421875,-34.705924987793,0.755851745605469,26
122.771675229073,2.91901743412018,78.9142397642136,7.71602714061737,300,0,250,22,adam,"{'nn_model__batch_size': 300, 'nn_model__dropout': 0, 'nn_model__epochs': 250, 'nn_model__input_dim': 22, 'nn_model__optimizer': 'adam'}",-109.002042007446,-107.891370544434,-108.44670627594,0.555335731506332,141,-34.3106575012207,-35.1108322143555,-34.7107448577881,0.400087356567383,27
456.342258691788,6.22797322273254,103.536172389984,23.6188833713531,75,0.3,300,22,adam,"{'nn_model__batch_size': 75, 'nn_model__dropout': 0.3, 'nn_model__epochs': 300, 'nn_model__input_dim': 22, 'nn_model__optimizer': 'adam'}",-131.055969085693,-97.4242836761475,-114.24012638092,16.8158427047729,172,-37.3893051147461,-32.1267013549805,-34.7580032348633,2.63130187988281,28
415.492027878761,5.2530928850174,54.5684214830399,10.7953375577927,50,0.2,200,22,adam,"{'nn_model__batch_size': 50, 'nn_model__dropout': 0.2, 'nn_model__epochs': 200, 'nn_model__input_dim': 22, 'nn_model__optimizer': 'adam'}",-98.9911031341553,-97.430923538208,-98.2110133361816,0.780089797973631,10,-35.1384735107422,-34.4034042358398,-34.770938873291,0.367534637451172,29
365.736017942429,7.99158716201782,63.6399474143982,21.1526997089386,75,0.2,250,22,adam,"{'nn_model__batch_size': 75, 'nn_model__dropout': 0.2, 'nn_model__epochs': 250, 'nn_model__input_dim': 22, 'nn_model__optimizer': 'adam'}",-105.123066329956,-133.492637786865,-119.307852058411,14.1847857284546,185,-32.3931274414062,-37.1704864501953,-34.7818069458008,2.38867950439453,30
1168.03632867336,12.2670701742172,54.2864050865173,9.05971527099609,25,0.1,300,22,adam,"{'nn_model__batch_size': 25, 'nn_model__dropout': 0.1, 'nn_model__epochs': 300, 'nn_model__input_dim': 22, 'nn_model__optimizer': 'adam'}",-98.4358605957031,-99.4071044158934,-98.9214825057983,0.485621910095162,35,-38.4278984069824,-31.1672782897949,-34.7975883483887,3.63031005859375,31
212.967172384262,2.10223937034607,81.9149531126022,2.04695880413055,75,0.1,150,22,adam,"{'nn_model__batch_size': 75, 'nn_model__dropout': 0.1, 'nn_model__epochs': 150, 'nn_model__input_dim': 22, 'nn_model__optimizer': 'adam'}",-114.815652236938,-98.1845025634766,-106.500077400207,8.3155748367308,124,-32.0452690124512,-37.6334419250488,-34.83935546875,2.79408645629883,32
239.741692304611,6.12951231002808,58.7753911018372,12.1163465976715,100,0.3,200,22,adam,"{'nn_model__batch_size': 100, 'nn_model__dropout': 0.3, 'nn_model__epochs': 200, 'nn_model__input_dim': 22, 'nn_model__optimizer': 'adam'}",-99.8404261016846,-97.3358959960937,-98.5881610488891,1.25226505279541,23,-35.450080871582,-34.2548484802246,-34.8524646759033,0.597616195678711,33
234.367595434189,8.53505158424377,58.8317351341248,15.5122518539429,75,0.2,150,22,adam,"{'nn_model__batch_size': 75, 'nn_model__dropout': 0.2, 'nn_model__epochs': 150, 'nn_model__input_dim': 22, 'nn_model__optimizer': 'adam'}",-109.16455947876,-98.8545404052734,-104.009549942017,5.15500953674311,107,-35.9507369995117,-33.9428405761719,-34.9467887878418,1.00394821166992,34
772.429740786552,7.24788248538971,81.9206329584122,1.51912796497345,25,0.3,200,22,adam,"{'nn_model__batch_size': 25, 'nn_model__dropout': 0.3, 'nn_model__epochs': 200, 'nn_model__input_dim': 22, 'nn_model__optimizer': 'adam'}",-164.100655212402,-97.968974609375,-131.034814910888,33.0658403015135,215,-36.2857208251953,-33.6235237121582,-34.9546222686768,1.33109855651855,35
614.219556570053,6.88869643211365,75.6997623443604,0.647382020950317,50,0.1,300,22,adam,"{'nn_model__batch_size': 50, 'nn_model__dropout': 0.1, 'nn_model__epochs': 300, 'nn_model__input_dim': 22, 'nn_model__optimizer': 'adam'}",-98.5051605224609,-99.7318156433105,-99.1184880828857,0.613327560424807,44,-31.3200817108154,-38.9493865966797,-35.1347341537476,3.81465244293213,36
121.925002932549,1.39203321933746,82.1943167448044,2.01904046535492,300,0.2,250,22,adam,"{'nn_model__batch_size': 300, 'nn_model__dropout': 0.2, 'nn_model__epochs': 250, 'nn_model__input_dim': 22, 'nn_model__optimizer': 'adam'}",-99.5272967529297,-106.088295516968,-102.807796134949,3.28049938201903,104,-37.1152381896973,-33.2027740478516,-35.1590061187744,1.95623207092285,37
504.655851721764,5.73784363269806,80.8229820728302,2.3249626159668,50,0.2,250,22,adam,"{'nn_model__batch_size': 50, 'nn_model__dropout': 0.2, 'nn_model__epochs': 250, 'nn_model__input_dim': 22, 'nn_model__optimizer': 'adam'}",-109.841698379516,-102.087136611938,-105.964417495727,3.87728088378895,120,-36.0067863464355,-34.3880195617676,-35.1974029541016,0.809383392333984,38
441.159563541412,0.261579513549805,78.4615157842636,4.66422617435455,50,0,250,22,adam,"{'nn_model__batch_size': 50, 'nn_model__dropout': 0, 'nn_model__epochs': 250, 'nn_model__input_dim': 22, 'nn_model__optimizer': 'adam'}",-115.856364135742,-116.021326065063,-115.938845100403,0.082480964660725,176,-37.1615333557129,-33.2888946533203,-35.2252140045166,1.93631935119629,39
137.522853255272,0.808301568031311,84.3954055309296,25.3182344436645,75,0,100,22,adam,"{'nn_model__batch_size': 75, 'nn_model__dropout': 0, 'nn_model__epochs': 100, 'nn_model__input_dim': 22, 'nn_model__optimizer': 'adam'}",-99.8262272644043,-116.180224456787,-108.003225860596,8.17699859619128,138,-34.3585472106934,-36.1284484863281,-35.2434978485107,0.884950637817383,40
118.61833012104,0.033631205558777,92.5975691080093,2.12966954708099,300,0.1,250,22,adam,"{'nn_model__batch_size': 300, 'nn_model__dropout': 0.1, 'nn_model__epochs': 250, 'nn_model__input_dim': 22, 'nn_model__optimizer': 'adam'}",-99.3744393920898,-99.9300351715087,-99.6522372817993,0.277797889709433,72,-33.2675933837891,-37.2995109558105,-35.2835521697998,2.01595878601074,41
151.620770931244,12.9411239624023,58.5145028829575,14.1096807718277,200,0.1,200,22,adam,"{'nn_model__batch_size': 200, 'nn_model__dropout': 0.1, 'nn_model__epochs': 200, 'nn_model__input_dim': 22, 'nn_model__optimizer': 'adam'}",-98.1195247650146,-99.6985293579102,-98.9090270614624,0.789502296447765,34,-33.0232048034668,-37.6062049865723,-35.3147048950195,2.29150009155273,42
184.012761831284,0.967273950576782,84.3396404981613,0.331077933311462,150,0.1,250,22,rmsprop,"{'nn_model__batch_size': 150, 'nn_model__dropout': 0.1, 'nn_model__epochs': 250, 'nn_model__input_dim': 22, 'nn_model__optimizer': 'rmsprop'}",-159.742000579834,-97.3525337219238,-128.547267150879,31.194733428955,206,-34.7225685119629,-36.0026245117187,-35.3625965118408,0.64002799987793,43
451.726959228516,4.19071269035339,63.2473713159561,17.0598820447922,75,0.1,300,22,adam,"{'nn_model__batch_size': 75, 'nn_model__dropout': 0.1, 'nn_model__epochs': 300, 'nn_model__input_dim': 22, 'nn_model__optimizer': 'adam'}",-98.2995874023437,-99.7365531158447,-99.0180702590942,0.718482856750484,42,-33.0725326538086,-37.6621437072754,-35.367338180542,2.2948055267334,44
211.615235686302,2.59209597110748,84.5543900728226,0.947032809257507,100,0.2,200,22,rmsprop,"{'nn_model__batch_size': 100, 'nn_model__dropout': 0.2, 'nn_model__epochs': 200, 'nn_model__input_dim': 22, 'nn_model__optimizer': 'rmsprop'}",-99.2769075012207,-109.188016204833,-104.232461853027,4.95555435180638,109,-37.5602951049805,-33.2208709716797,-35.3905830383301,2.16971206665039,45
326.745662093163,3.86978805065155,56.6659126281738,11.4091784954071,75,0,250,22,adam,"{'nn_model__batch_size': 75, 'nn_model__dropout': 0, 'nn_model__epochs': 250, 'nn_model__input_dim': 22, 'nn_model__optimizer': 'adam'}",-110.175325241089,-98.4120069885254,-104.293666114807,5.8816591262817,111,-37.3942184448242,-33.4415969848633,-35.4179077148437,1.97631072998047,46
261.255046606064,7.93327593803406,62.9175369739532,20.932284116745,100,0,250,22,adam,"{'nn_model__batch_size': 100, 'nn_model__dropout': 0, 'nn_model__epochs': 250, 'nn_model__input_dim': 22, 'nn_model__optimizer': 'adam'}",-115.262777175903,-97.8291402435303,-106.545958709717,8.71681846618652,125,-34.6875686645508,-36.1669158935547,-35.4272422790527,0.739673614501953,47
190.363044381142,1.53570473194122,63.7794551849365,6.92244648933411,25,0.1,50,22,adam,"{'nn_model__batch_size': 25, 'nn_model__dropout': 0.1, 'nn_model__epochs': 50, 'nn_model__input_dim': 22, 'nn_model__optimizer': 'adam'}",-108.742006530761,-98.7151396179199,-103.728573074341,5.01343345642078,106,-36.2057685852051,-34.772891998291,-35.489330291748,0.716438293457031,48
517.867885231972,4.01627361774445,69.2350379228592,0.779272675514221,25,0,150,22,adam,"{'nn_model__batch_size': 25, 'nn_model__dropout': 0, 'nn_model__epochs': 150, 'nn_model__input_dim': 22, 'nn_model__optimizer': 'adam'}",-111.992930755615,-110.415490341186,-111.204210548401,0.788720207214361,157,-36.3968238830566,-34.6591682434082,-35.5279960632324,0.868827819824219,49
966.197338819504,1.25761795043945,68.9759055376053,2.13982164859772,25,0.3,250,22,adam,"{'nn_model__batch_size': 25, 'nn_model__dropout': 0.3, 'nn_model__epochs': 250, 'nn_model__input_dim': 22, 'nn_model__optimizer': 'adam'}",-97.9089668273925,-121.202231521606,-109.555599174499,11.6466323471069,149,-34.6404495239258,-36.4788589477539,-35.5596542358398,0.919204711914062,50
276.735147237778,0.685752391815185,83.7387089729309,3.45623159408569,100,0.1,250,22,adam,"{'nn_model__batch_size': 100, 'nn_model__dropout': 0.1, 'nn_model__epochs': 250, 'nn_model__input_dim': 22, 'nn_model__optimizer': 'adam'}",-99.1201271820068,-98.5966502380371,-98.858388710022,0.261738471984856,33,-36.8321189880371,-34.3009872436523,-35.5665531158447,1.26556587219238,51
106.759145975113,2.33325886726379,102.954211950302,2.58071184158325,200,0.1,150,22,adam,"{'nn_model__batch_size': 200, 'nn_model__dropout': 0.1, 'nn_model__epochs': 150, 'nn_model__input_dim': 22, 'nn_model__optimizer': 'adam'}",-99.9920610046387,-97.284888381958,-98.6384746932983,1.35358631134034,26,-37.5934600830078,-33.6377868652344,-35.6156234741211,1.97783660888672,52
171.043648481369,0.441595315933228,82.8142461776733,2.4635443687439,100,0.1,150,22,adam,"{'nn_model__batch_size': 100, 'nn_model__dropout': 0.1, 'nn_model__epochs': 150, 'nn_model__input_dim': 22, 'nn_model__optimizer': 'adam'}",-97.6434468078613,-124.139881286621,-110.891664047241,13.2482172393798,156,-31.5313091278076,-39.7313117980957,-35.6313104629517,4.10000133514404,53
224.07984817028,0.080456376075745,82.0301814079285,3.8799569606781,75,0.3,150,22,adam,"{'nn_model__batch_size': 75, 'nn_model__dropout': 0.3, 'nn_model__epochs': 150, 'nn_model__input_dim': 22, 'nn_model__optimizer': 'adam'}",-99.502922744751,-97.5670693969726,-98.5349960708618,0.967926673889167,19,-36.1743927001953,-35.195255279541,-35.6848239898682,0.489568710327148,54
175.610941171646,2.25379109382629,76.8617427349091,5.72656726837158,150,0.3,200,22,adam,"{'nn_model__batch_size': 150, 'nn_model__dropout': 0.3, 'nn_model__epochs': 200, 'nn_model__input_dim': 22, 'nn_model__optimizer': 'adam'}",-97.9121315002441,-99.6451049804687,-98.7786182403564,0.866486740112308,29,-33.7341156005859,-37.7065620422363,-35.7203388214111,1.9862232208252,55
636.845466136932,0.288455247879028,67.5300471782684,25.6194920539856,50,0.2,300,22,adam,"{'nn_model__batch_size': 50, 'nn_model__dropout': 0.2, 'nn_model__epochs': 300, 'nn_model__input_dim': 22, 'nn_model__optimizer': 'adam'}",-97.6558475494385,-114.408036422729,-106.031941986084,8.37609443664547,121,-39.4874801635742,-31.9575309753418,-35.722505569458,3.76497459411621,56
220.00849711895,8.74282348155975,107.521044373512,13.3035279512405,200,0.3,300,22,adam,"{'nn_model__batch_size': 200, 'nn_model__dropout': 0.3, 'nn_model__epochs': 300, 'nn_model__input_dim': 22, 'nn_model__optimizer': 'adam'}",-99.8911850738525,-97.467650604248,-98.6794178390503,1.21176723480225,27,-37.3645935058594,-34.1217460632324,-35.7431697845459,1.62142372131348,57
403.132979273796,0.521116614341736,81.1994565725326,1.62895405292511,50,0.1,200,22,adam,"{'nn_model__batch_size': 50, 'nn_model__dropout': 0.1, 'nn_model__epochs': 200, 'nn_model__input_dim': 22, 'nn_model__optimizer': 'adam'}",-99.9546405792236,-140.119178009033,-120.036909294128,20.0822687149047,188,-36.9327354431152,-34.6817283630371,-35.8072319030762,1.12550354003906,58
264.689346790314,1.69789481163025,110.679270625114,1.72848999500275,150,0.3,300,22,adam,"{'nn_model__batch_size': 150, 'nn_model__dropout': 0.3, 'nn_model__epochs': 300, 'nn_model__input_dim': 22, 'nn_model__optimizer': 'adam'}",-97.1351435852051,-99.5901077270508,-98.3626256561279,1.22748207092285,16,-35.6595458984375,-36.3323707580566,-35.9959583282471,0.33641242980957,59
218.615985512733,8.38821685314178,58.8647013902664,12.7077552080154,75,0,150,22,adam,"{'nn_model__batch_size': 75, 'nn_model__dropout': 0, 'nn_model__epochs': 150, 'nn_model__input_dim': 22, 'nn_model__optimizer': 'adam'}",-125.976634521484,-101.389719161987,-113.683176841736,12.2934576797485,169,-37.0502815246582,-34.9918022155762,-36.0210418701172,1.02923965454102,60
960.593649506569,1.23579514026642,76.3797445297241,3.52465081214905,25,0.2,250,22,adam,"{'nn_model__batch_size': 25, 'nn_model__dropout': 0.2, 'nn_model__epochs': 250, 'nn_model__input_dim': 22, 'nn_model__optimizer': 'adam'}",-98.0705934143066,-117.065795898437,-107.568194656372,9.49760124206536,134,-34.9543914794922,-37.1543884277344,-36.0543899536133,1.09999847412109,61
134.815807700157,7.54906332492828,53.5472576618195,2.39210557937622,300,0.3,300,22,adam,"{'nn_model__batch_size': 300, 'nn_model__dropout': 0.3, 'nn_model__epochs': 300, 'nn_model__input_dim': 22, 'nn_model__optimizer': 'adam'}",-98.2881001281738,-98.0127721405029,-98.1504361343384,0.137663993835446,9,-35.1761741638184,-36.9548492431641,-36.0655117034912,0.889337539672852,62
384.797251343727,0.020334601402283,58.3737176656723,8.38854277133942,25,0.1,100,22,adam,"{'nn_model__batch_size': 25, 'nn_model__dropout': 0.1, 'nn_model__epochs': 100, 'nn_model__input_dim': 22, 'nn_model__optimizer': 'adam'}",-99.3518563079834,-97.4141017913818,-98.3829790496826,0.968877258300772,17,-30.8999938964844,-41.3190040588379,-36.1094989776611,5.20950508117676,63
106.750654816628,5.93049323558807,59.8160650730133,16.3394732475281,50,0.2,50,22,adam,"{'nn_model__batch_size': 50, 'nn_model__dropout': 0.2, 'nn_model__epochs': 50, 'nn_model__input_dim': 22, 'nn_model__optimizer': 'adam'}",-112.097217559814,-147.095833435059,-129.596525497437,17.4993079376221,210,-34.2658920288086,-38.0079116821289,-36.1369018554687,1.87100982666016,64
122.600368618965,0.279718041419983,85.3117977380753,0.379615187644958,100,0.2,100,22,adam,"{'nn_model__batch_size': 100, 'nn_model__dropout': 0.2, 'nn_model__epochs': 100, 'nn_model__input_dim': 22, 'nn_model__optimizer': 'adam'}",-98.889793548584,-98.655862197876,-98.77282787323,0.11696567535401,28,-37.452320098877,-34.822395324707,-36.137357711792,1.31496238708496,65
122.972378849983,0.241326451301575,84.7608511447907,1.07652115821838,200,0,200,22,rmsprop,"{'nn_model__batch_size': 200, 'nn_model__dropout': 0, 'nn_model__epochs': 200, 'nn_model__input_dim': 22, 'nn_model__optimizer': 'rmsprop'}",-134.171762084961,-99.9119470214844,-117.041854553223,17.1299075317383,181,-36.1440620422363,-36.2151260375977,-36.179594039917,0.035531997680664,66
256.235986590385,8.97964322566986,108.507973432541,8.47105026245117,150,0.1,300,22,adam,"{'nn_model__batch_size': 150, 'nn_model__dropout': 0.1, 'nn_model__epochs': 300, 'nn_model__input_dim': 22, 'nn_model__optimizer': 'adam'}",-99.568712310791,-99.6674476623535,-99.6180799865723,0.049367675781255,70,-33.3760719299316,-39.0071983337402,-36.1916351318359,2.8155632019043,67
263.406300544739,1.25518703460693,87.8855232000351,1.48262345790863,150,0.2,300,22,adam,"{'nn_model__batch_size': 150, 'nn_model__dropout': 0.2, 'nn_model__epochs': 300, 'nn_model__input_dim': 22, 'nn_model__optimizer': 'adam'}",-99.7373062896729,-98.9965675354004,-99.3669369125366,0.370369377136235,51,-39.5391273498535,-32.8758392333984,-36.207483291626,3.33164405822754,68
171.239706754684,0.010603427886963,83.7862437963486,1.24995005130768,25,0,50,22,adam,"{'nn_model__batch_size': 25, 'nn_model__dropout': 0, 'nn_model__epochs': 50, 'nn_model__input_dim': 22, 'nn_model__optimizer': 'adam'}",-108.305339279174,-105.273397369385,-106.789368324279,1.51597095489471,127,-34.721378326416,-37.7071990966797,-36.2142887115478,1.49291038513184,69
