mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_nn_model__batch_size,param_nn_model__dropout,param_nn_model__epochs,param_nn_model__input_dim,param_nn_model__learning_rate,param_nn_model__nodes_per_layer,param_nn_model__optimizer,params,split0_test_percentile99,split1_test_percentile99,mean_test_percentile99,std_test_percentile99,rank_test_percentile99,split0_test_MAPE,split1_test_MAPE,mean_test_MAPE,std_test_MAPE,rank_test_MAPE
119.35001647472382,0.25027143955230713,4.738671660423279,0.06654775142669678,128,0.1,200,22,0.01,"(10, 5)",adam,"{'nn_model__batch_size': 128, 'nn_model__dropout': 0.1, 'nn_model__epochs': 200, 'nn_model__input_dim': 22, 'nn_model__learning_rate': 0.01, 'nn_model__nodes_per_layer': (10, 5), 'nn_model__optimizer': 'adam'}",-99.05757997203986,-99.86095848083497,-99.45926922643741,0.401689254397553,39,-46.43807474002169,-41.031864166259766,-43.73496945314073,2.7031052868809624,69
131.6572971343994,0.797447681427002,5.435708999633789,0.4980180263519287,128,0.1,200,22,0.01,"(10, 10, 5)",adam,"{'nn_model__batch_size': 128, 'nn_model__dropout': 0.1, 'nn_model__epochs': 200, 'nn_model__input_dim': 22, 'nn_model__learning_rate': 0.01, 'nn_model__nodes_per_layer': (10, 10, 5), 'nn_model__optimizer': 'adam'}",-366.6986305465788,-225.56751754760734,-296.13307404709303,70.56555649948572,141,-100.54534605355197,-91.56631469726562,-96.05583037540879,4.489515678143171,137
177.2423710823059,0.3344390392303467,4.974892616271973,0.1404128074645996,128,0.1,300,22,0.001,"(10, 5)",adam,"{'nn_model__batch_size': 128, 'nn_model__dropout': 0.1, 'nn_model__epochs': 300, 'nn_model__input_dim': 22, 'nn_model__learning_rate': 0.001, 'nn_model__nodes_per_layer': (10, 5), 'nn_model__optimizer': 'adam'}",-96.99539664963359,-97.29632507324217,-97.14586086143788,0.15046421180429093,1,-33.890310385603435,-31.932836532592773,-32.91157345909811,0.9787369265053307,2
203.56206047534943,3.2326523065567017,4.927599668502808,0.06968855857849121,128,0.1,300,22,0.001,"(10, 10, 5)",adam,"{'nn_model__batch_size': 128, 'nn_model__dropout': 0.1, 'nn_model__epochs': 300, 'nn_model__input_dim': 22, 'nn_model__learning_rate': 0.001, 'nn_model__nodes_per_layer': (10, 10, 5), 'nn_model__optimizer': 'adam'}",-125.15091101915802,-113.93942115783634,-119.54516608849718,5.6057449306608405,89,-37.39801390575526,-37.38481903076172,-37.39141646825849,0.006597437496772329,24
175.68672835826874,1.102622628211975,4.976131319999695,0.012311577796936035,128,0.1,300,22,0.005,"(10, 5)",adam,"{'nn_model__batch_size': 128, 'nn_model__dropout': 0.1, 'nn_model__epochs': 300, 'nn_model__input_dim': 22, 'nn_model__learning_rate': 0.005, 'nn_model__nodes_per_layer': (10, 5), 'nn_model__optimizer': 'adam'}",-168.10493537812582,-99.3549729156494,-133.72995414688762,34.37498123123821,98,-35.943163189676305,-33.41753005981445,-34.68034662474538,1.262816564930926,8
198.67551612854004,0.1190800666809082,4.978970050811768,0.12492537498474121,128,0.1,300,22,0.005,"(10, 10, 5)",adam,"{'nn_model__batch_size': 128, 'nn_model__dropout': 0.1, 'nn_model__epochs': 300, 'nn_model__input_dim': 22, 'nn_model__learning_rate': 0.005, 'nn_model__nodes_per_layer': (10, 10, 5), 'nn_model__optimizer': 'adam'}",-201.1331992619016,-128.5088548278808,-164.8210270448912,36.3121722170104,115,-90.11415572243038,-87.525390625,-88.81977317371519,1.2943825487151912,129
178.0533332824707,3.8248379230499268,5.012062907218933,0.1389857530593872,128,0.1,300,22,0.01,"(10, 5)",adam,"{'nn_model__batch_size': 128, 'nn_model__dropout': 0.1, 'nn_model__epochs': 300, 'nn_model__input_dim': 22, 'nn_model__learning_rate': 0.01, 'nn_model__nodes_per_layer': (10, 5), 'nn_model__optimizer': 'adam'}",-468.4149438902946,-101.14861381530761,-284.7817788528011,183.63316503749348,140,-67.3954168481192,-47.063636779785156,-57.22952681395218,10.16589003416702,102
206.82006013393402,3.895947575569153,4.822471022605896,0.10850965976715088,128,0.1,300,22,0.01,"(10, 10, 5)",adam,"{'nn_model__batch_size': 128, 'nn_model__dropout': 0.1, 'nn_model__epochs': 300, 'nn_model__input_dim': 22, 'nn_model__learning_rate': 0.01, 'nn_model__nodes_per_layer': (10, 10, 5), 'nn_model__optimizer': 'adam'}",-171.12934760045619,-118.7539830780029,-144.94166533922953,26.18768226122664,104,-88.79443099373681,-54.56124496459961,-71.6778379791682,17.1165930145686,117
61.117631673812866,1.4431321620941162,5.161669731140137,0.3710615634918213,128,0.2,100,22,0.001,"(10, 5)",adam,"{'nn_model__batch_size': 128, 'nn_model__dropout': 0.2, 'nn_model__epochs': 100, 'nn_model__input_dim': 22, 'nn_model__learning_rate': 0.001, 'nn_model__nodes_per_layer': (10, 5), 'nn_model__optimizer': 'adam'}",-160.58474656179487,-99.4932356262207,-130.03899109400777,30.54575546778709,95,-46.13321245614005,-41.786128997802734,-43.959670726971396,2.173541729168658,71
67.16899633407593,1.2467703819274902,4.888250350952148,0.10947465896606445,128,0.2,100,22,0.001,"(10, 10, 5)",adam,"{'nn_model__batch_size': 128, 'nn_model__dropout': 0.2, 'nn_model__epochs': 100, 'nn_model__input_dim': 22, 'nn_model__learning_rate': 0.001, 'nn_model__nodes_per_layer': (10, 10, 5), 'nn_model__optimizer': 'adam'}",-98.4934024820983,-99.36780113220215,-98.93060180715023,0.43719932505192105,22,-42.67442912802761,-46.751670837402344,-44.71304998271498,2.038620854687366,77
60.310956954956055,0.07290506362915039,4.930512309074402,0.025266528129577637,128,0.2,100,22,0.005,"(10, 5)",adam,"{'nn_model__batch_size': 128, 'nn_model__dropout': 0.2, 'nn_model__epochs': 100, 'nn_model__input_dim': 22, 'nn_model__learning_rate': 0.005, 'nn_model__nodes_per_layer': (10, 5), 'nn_model__optimizer': 'adam'}",-216.08822182895332,-190.93192337036112,-203.51007259965724,12.578149229296102,132,-65.58885813863267,-44.572479248046875,-55.080668693339774,10.5081894452929,98
67.98810565471649,0.2703346014022827,4.866619229316711,0.09878575801849365,128,0.2,100,22,0.005,"(10, 10, 5)",adam,"{'nn_model__batch_size': 128, 'nn_model__dropout': 0.2, 'nn_model__epochs': 100, 'nn_model__input_dim': 22, 'nn_model__learning_rate': 0.005, 'nn_model__nodes_per_layer': (10, 10, 5), 'nn_model__optimizer': 'adam'}",-173.94353984583438,-112.74182250976557,-143.3426811778,30.600858668034405,103,-88.90572521805788,-51.67640686035156,-70.29106603920472,18.61465917885316,115
61.7409530878067,0.6110485792160034,4.842410445213318,0.09105169773101807,128,0.2,100,22,0.01,"(10, 5)",adam,"{'nn_model__batch_size': 128, 'nn_model__dropout': 0.2, 'nn_model__epochs': 100, 'nn_model__input_dim': 22, 'nn_model__learning_rate': 0.01, 'nn_model__nodes_per_layer': (10, 5), 'nn_model__optimizer': 'adam'}",-128.68226863211925,-99.98615669250489,-114.33421266231207,14.348055969807177,83,-46.601621957720326,-66.45559692382812,-56.528609440774225,9.9269874830539,101
68.57349598407745,0.9012800455093384,4.848990082740784,0.013048768043518066,128,0.2,100,22,0.01,"(10, 10, 5)",adam,"{'nn_model__batch_size': 128, 'nn_model__dropout': 0.2, 'nn_model__epochs': 100, 'nn_model__input_dim': 22, 'nn_model__learning_rate': 0.01, 'nn_model__nodes_per_layer': (10, 10, 5), 'nn_model__optimizer': 'adam'}",-249.35583614544646,-99.99823760986328,-174.67703687765487,74.67879926779159,120,-116.78651024297865,-89.64322662353516,-103.2148684332569,13.571641809721747,141
118.73086273670197,0.00259244441986084,5.310678720474243,0.5021755695343018,128,0.2,200,22,0.001,"(10, 5)",adam,"{'nn_model__batch_size': 128, 'nn_model__dropout': 0.2, 'nn_model__epochs': 200, 'nn_model__input_dim': 22, 'nn_model__learning_rate': 0.001, 'nn_model__nodes_per_layer': (10, 5), 'nn_model__optimizer': 'adam'}",-98.41581589107273,-101.80013137817362,-100.10797363462316,1.692157743550446,55,-42.78373341013594,-42.494075775146484,-42.63890459264121,0.14482881749472654,58
133.41545987129211,0.19126367568969727,4.9437806606292725,0.14325308799743652,128,0.2,200,22,0.001,"(10, 10, 5)",adam,"{'nn_model__batch_size': 128, 'nn_model__dropout': 0.2, 'nn_model__epochs': 200, 'nn_model__input_dim': 22, 'nn_model__learning_rate': 0.001, 'nn_model__nodes_per_layer': (10, 10, 5), 'nn_model__optimizer': 'adam'}",-98.26560286945347,-103.04975646972633,-100.6576796695899,2.3920768001364294,57,-39.96705966707688,-48.42466735839844,-44.19586351273766,4.228803845660778,74
119.80003786087036,0.9102330207824707,4.795626878738403,0.004450559616088867,128,0.2,200,22,0.005,"(10, 5)",adam,"{'nn_model__batch_size': 128, 'nn_model__dropout': 0.2, 'nn_model__epochs': 200, 'nn_model__input_dim': 22, 'nn_model__learning_rate': 0.005, 'nn_model__nodes_per_layer': (10, 5), 'nn_model__optimizer': 'adam'}",-98.8070543617788,-99.5073705291748,-99.1572124454768,0.3501580836980054,29,-46.198779339996726,-49.99869155883789,-48.098735449417305,1.8999561094205824,86
130.29357194900513,0.4093914031982422,4.998719930648804,0.013379573822021484,128,0.2,200,22,0.005,"(10, 10, 5)",adam,"{'nn_model__batch_size': 128, 'nn_model__dropout': 0.2, 'nn_model__epochs': 200, 'nn_model__input_dim': 22, 'nn_model__learning_rate': 0.005, 'nn_model__nodes_per_layer': (10, 10, 5), 'nn_model__optimizer': 'adam'}",-146.61024769181478,-97.79905502319335,-122.20465135750406,24.405596334310715,91,-49.050643963553895,-41.2895622253418,-45.170103094447846,3.8805408691060492,80
119.21430909633636,0.19682514667510986,4.902878761291504,0.1382894515991211,128,0.2,200,22,0.01,"(10, 5)",adam,"{'nn_model__batch_size': 128, 'nn_model__dropout': 0.2, 'nn_model__epochs': 200, 'nn_model__input_dim': 22, 'nn_model__learning_rate': 0.01, 'nn_model__nodes_per_layer': (10, 5), 'nn_model__optimizer': 'adam'}",-293.47579021963827,-107.62231170654289,-200.54905096309056,92.92673925654769,131,-62.893421067090046,-60.2979850769043,-61.59570307199717,1.2977179950928743,105
134.23202621936798,1.0866342782974243,4.903799533843994,0.16893553733825684,128,0.2,200,22,0.01,"(10, 10, 5)",adam,"{'nn_model__batch_size': 128, 'nn_model__dropout': 0.2, 'nn_model__epochs': 200, 'nn_model__input_dim': 22, 'nn_model__learning_rate': 0.01, 'nn_model__nodes_per_layer': (10, 10, 5), 'nn_model__optimizer': 'adam'}",-482.44674070839005,-153.15861694335936,-317.8026788258747,164.64406188251533,142,-109.57605881075051,-106.03755950927734,-107.80680916001393,1.7692496507365831,143
179.43463099002838,0.03020775318145752,4.889868974685669,0.06778621673583984,128,0.2,300,22,0.001,"(10, 5)",adam,"{'nn_model__batch_size': 128, 'nn_model__dropout': 0.2, 'nn_model__epochs': 300, 'nn_model__input_dim': 22, 'nn_model__learning_rate': 0.001, 'nn_model__nodes_per_layer': (10, 5), 'nn_model__optimizer': 'adam'}",-98.08017865727223,-99.70271484375,-98.89144675051111,0.8112680932388869,21,-44.060270813718766,-43.063514709472656,-43.561892761595715,0.49837805212305497,68
205.14978861808777,3.9586431980133057,4.911850214004517,0.17550992965698242,128,0.2,300,22,0.001,"(10, 10, 5)",adam,"{'nn_model__batch_size': 128, 'nn_model__dropout': 0.2, 'nn_model__epochs': 300, 'nn_model__input_dim': 22, 'nn_model__learning_rate': 0.001, 'nn_model__nodes_per_layer': (10, 10, 5), 'nn_model__optimizer': 'adam'}",-99.80366275693936,-102.33894340515133,-101.07130308104534,1.267640324105983,59,-46.529924665604135,-41.87810134887695,-44.20401300724055,2.325911658363591,75
177.52406418323517,0.7717057466506958,5.370929718017578,0.518294095993042,128,0.2,300,22,0.005,"(10, 5)",adam,"{'nn_model__batch_size': 128, 'nn_model__dropout': 0.2, 'nn_model__epochs': 300, 'nn_model__input_dim': 22, 'nn_model__learning_rate': 0.005, 'nn_model__nodes_per_layer': (10, 5), 'nn_model__optimizer': 'adam'}",-176.03076544240747,-198.0013342285153,-187.0160498354614,10.985284393053917,126,-42.809363833562436,-43.94235610961914,-43.375859971590785,0.5664961380283522,66
203.0428442955017,4.696642637252808,4.860050201416016,0.019232511520385742,128,0.2,300,22,0.005,"(10, 10, 5)",adam,"{'nn_model__batch_size': 128, 'nn_model__dropout': 0.2, 'nn_model__epochs': 300, 'nn_model__input_dim': 22, 'nn_model__learning_rate': 0.005, 'nn_model__nodes_per_layer': (10, 10, 5), 'nn_model__optimizer': 'adam'}",-200.06880384783238,-142.66093368530267,-171.36486876656753,28.70393508126486,117,-50.56768398473068,-87.94729614257812,-69.2574900636544,18.689806078923723,114
180.06284368038177,1.2462364435195923,4.885753035545349,0.07301580905914307,128,0.2,300,22,0.01,"(10, 5)",adam,"{'nn_model__batch_size': 128, 'nn_model__dropout': 0.2, 'nn_model__epochs': 300, 'nn_model__input_dim': 22, 'nn_model__learning_rate': 0.01, 'nn_model__nodes_per_layer': (10, 5), 'nn_model__optimizer': 'adam'}",-172.21709861767494,-267.797353515625,-220.00722606664996,47.79012744897503,134,-61.73349063457229,-49.02278518676758,-55.378137910669935,6.355352723902357,99
206.80955970287323,5.633078217506409,4.863313794136047,0.06718885898590088,128,0.2,300,22,0.01,"(10, 10, 5)",adam,"{'nn_model__batch_size': 128, 'nn_model__dropout': 0.2, 'nn_model__epochs': 300, 'nn_model__input_dim': 22, 'nn_model__learning_rate': 0.01, 'nn_model__nodes_per_layer': (10, 10, 5), 'nn_model__optimizer': 'adam'}",-291.33544293426803,-201.73391586303708,-246.53467939865254,44.800763535615474,137,-121.50471287598808,-111.55455780029297,-116.52963533814052,4.975077537847554,144
32.96007311344147,0.10328829288482666,4.815256357192993,0.11259341239929199,256,0.1,100,22,0.001,"(10, 5)",adam,"{'nn_model__batch_size': 256, 'nn_model__dropout': 0.1, 'nn_model__epochs': 100, 'nn_model__input_dim': 22, 'nn_model__learning_rate': 0.001, 'nn_model__nodes_per_layer': (10, 5), 'nn_model__optimizer': 'adam'}",-129.59459847094786,-99.64012191772457,-114.61736019433621,14.977238276611644,84,-42.68050633502392,-40.51383590698242,-41.59717112100317,1.0833352140207495,52
38.0276312828064,0.10861659049987793,4.73907995223999,0.08814144134521484,256,0.1,100,22,0.001,"(10, 10, 5)",adam,"{'nn_model__batch_size': 256, 'nn_model__dropout': 0.1, 'nn_model__epochs': 100, 'nn_model__input_dim': 22, 'nn_model__learning_rate': 0.001, 'nn_model__nodes_per_layer': (10, 10, 5), 'nn_model__optimizer': 'adam'}",-98.70583413186638,-99.65360832214355,-99.17972122700496,0.4738870951385863,31,-34.002493627929525,-32.75566482543945,-33.37907922668449,0.6234144012450358,3
33.20820426940918,0.13408708572387695,4.652613401412964,0.1167593002319336,256,0.1,100,22,0.005,"(10, 5)",adam,"{'nn_model__batch_size': 256, 'nn_model__dropout': 0.1, 'nn_model__epochs': 100, 'nn_model__input_dim': 22, 'nn_model__learning_rate': 0.005, 'nn_model__nodes_per_layer': (10, 5), 'nn_model__optimizer': 'adam'}",-98.61024586863289,-99.99337730407714,-99.30181158635502,0.6915657177221277,37,-35.10689402734132,-37.455501556396484,-36.281197791868905,1.1743037645275827,18
38.0997177362442,0.053438782691955566,4.845674753189087,0.13157081604003906,256,0.1,100,22,0.005,"(10, 10, 5)",adam,"{'nn_model__batch_size': 256, 'nn_model__dropout': 0.1, 'nn_model__epochs': 100, 'nn_model__input_dim': 22, 'nn_model__learning_rate': 0.005, 'nn_model__nodes_per_layer': (10, 10, 5), 'nn_model__optimizer': 'adam'}",-99.99746461120617,-98.30483322143554,-99.15114891632086,0.8463156948853126,28,-86.70591922267842,-39.369327545166016,-63.03762338392222,23.6682958387562,107
33.49680292606354,0.0012842416763305664,4.7735915184021,0.03234267234802246,256,0.1,100,22,0.01,"(10, 5)",adam,"{'nn_model__batch_size': 256, 'nn_model__dropout': 0.1, 'nn_model__epochs': 100, 'nn_model__input_dim': 22, 'nn_model__learning_rate': 0.01, 'nn_model__nodes_per_layer': (10, 5), 'nn_model__optimizer': 'adam'}",-200.26160502863758,-295.7961572265622,-248.02888112759987,47.7672760989623,138,-58.701771497970576,-50.70057678222656,-54.70117414009857,4.000597357872007,97
38.37258994579315,0.8962606191635132,4.722401022911072,0.06820738315582275,256,0.1,100,22,0.01,"(10, 10, 5)",adam,"{'nn_model__batch_size': 256, 'nn_model__dropout': 0.1, 'nn_model__epochs': 100, 'nn_model__input_dim': 22, 'nn_model__learning_rate': 0.01, 'nn_model__nodes_per_layer': (10, 10, 5), 'nn_model__optimizer': 'adam'}",-372.5579302958607,-98.42724563598632,-235.4925879659235,137.06534232993718,136,-100.9764759919366,-36.865997314453125,-68.92123665319485,32.055239338741735,113
66.52335000038147,0.00450897216796875,4.784557938575745,0.08069050312042236,256,0.1,200,22,0.001,"(10, 5)",adam,"{'nn_model__batch_size': 256, 'nn_model__dropout': 0.1, 'nn_model__epochs': 200, 'nn_model__input_dim': 22, 'nn_model__learning_rate': 0.001, 'nn_model__nodes_per_layer': (10, 5), 'nn_model__optimizer': 'adam'}",-100.56836993413384,-99.61869300842285,-100.09353147127834,0.47483846285549447,54,-37.70708932420511,-34.90037155151367,-36.303730437859386,1.4033588863457176,19
75.24476742744446,0.28595542907714844,5.062380790710449,0.036261796951293945,256,0.1,200,22,0.001,"(10, 10, 5)",adam,"{'nn_model__batch_size': 256, 'nn_model__dropout': 0.1, 'nn_model__epochs': 200, 'nn_model__input_dim': 22, 'nn_model__learning_rate': 0.001, 'nn_model__nodes_per_layer': (10, 10, 5), 'nn_model__optimizer': 'adam'}",-98.01618715930255,-118.66520332336417,-108.34069524133335,10.32450808203081,73,-36.47490414011805,-36.32653045654297,-36.400717298330505,0.0741868417875402,20
66.32464170455933,0.14001822471618652,4.6736814975738525,0.06543207168579102,256,0.1,200,22,0.005,"(10, 5)",adam,"{'nn_model__batch_size': 256, 'nn_model__dropout': 0.1, 'nn_model__epochs': 200, 'nn_model__input_dim': 22, 'nn_model__learning_rate': 0.005, 'nn_model__nodes_per_layer': (10, 5), 'nn_model__optimizer': 'adam'}",-97.51553808149205,-99.7526798248291,-98.63410895316058,1.118570871668524,16,-32.58544275694319,-38.356563568115234,-35.471003162529215,2.8855604055860233,10
75.23503577709198,1.4372881650924683,4.812035441398621,0.05318295955657959,256,0.1,200,22,0.005,"(10, 10, 5)",adam,"{'nn_model__batch_size': 256, 'nn_model__dropout': 0.1, 'nn_model__epochs': 200, 'nn_model__input_dim': 22, 'nn_model__learning_rate': 0.005, 'nn_model__nodes_per_layer': (10, 10, 5), 'nn_model__optimizer': 'adam'}",-98.24733343801957,-98.04889595031739,-98.14811469416847,0.09921874385108964,11,-38.70861704021371,-36.57768249511719,-37.64314976766545,1.0654672725482612,28
66.35814845561981,0.2938917875289917,4.916449069976807,0.022984743118286133,256,0.1,200,22,0.01,"(10, 5)",adam,"{'nn_model__batch_size': 256, 'nn_model__dropout': 0.1, 'nn_model__epochs': 200, 'nn_model__input_dim': 22, 'nn_model__learning_rate': 0.01, 'nn_model__nodes_per_layer': (10, 5), 'nn_model__optimizer': 'adam'}",-98.03468200286108,-117.22435020446741,-107.62951610366424,9.594834100803169,71,-34.249115419629895,-37.41279602050781,-35.83095572006886,1.5818403004389587,13
75.42334032058716,0.9416530132293701,4.795523524284363,0.08915460109710693,256,0.1,200,22,0.01,"(10, 10, 5)",adam,"{'nn_model__batch_size': 256, 'nn_model__dropout': 0.1, 'nn_model__epochs': 200, 'nn_model__input_dim': 22, 'nn_model__learning_rate': 0.01, 'nn_model__nodes_per_layer': (10, 10, 5), 'nn_model__optimizer': 'adam'}",-133.75972332852257,-99.99911499023438,-116.87941915937847,16.880304169144097,87,-103.79434748637806,-94.68489074707031,-99.23961911672419,4.554728369653873,139
102.12254333496094,2.486304759979248,4.68165910243988,0.044225096702575684,256,0.1,300,22,0.001,"(10, 5)",adam,"{'nn_model__batch_size': 256, 'nn_model__dropout': 0.1, 'nn_model__epochs': 300, 'nn_model__input_dim': 22, 'nn_model__learning_rate': 0.001, 'nn_model__nodes_per_layer': (10, 5), 'nn_model__optimizer': 'adam'}",-99.57159598172186,-102.16413703918454,-100.8678665104532,1.2962705287313412,58,-35.97793730895527,-36.565643310546875,-36.27179030975107,0.2938530007958029,17
112.54914009571075,0.03648984432220459,4.867571711540222,0.007108092308044434,256,0.1,300,22,0.001,"(10, 10, 5)",adam,"{'nn_model__batch_size': 256, 'nn_model__dropout': 0.1, 'nn_model__epochs': 300, 'nn_model__input_dim': 22, 'nn_model__learning_rate': 0.001, 'nn_model__nodes_per_layer': (10, 10, 5), 'nn_model__optimizer': 'adam'}",-97.1475428025816,-98.55055442810058,-97.84904861534109,0.7015058127594926,7,-30.976789327150183,-40.86478042602539,-35.92078487658779,4.943995549437604,14
100.41657412052155,0.10798656940460205,4.846318364143372,0.08579576015472412,256,0.1,300,22,0.005,"(10, 5)",adam,"{'nn_model__batch_size': 256, 'nn_model__dropout': 0.1, 'nn_model__epochs': 300, 'nn_model__input_dim': 22, 'nn_model__learning_rate': 0.005, 'nn_model__nodes_per_layer': (10, 5), 'nn_model__optimizer': 'adam'}",-130.02301492204063,-97.61060882568358,-113.81681187386211,16.206203048178523,82,-39.17966068624439,-35.741573333740234,-37.46061700999231,1.7190436762520775,25
114.03665161132812,1.0169169902801514,5.390801787376404,0.5328687429428101,256,0.1,300,22,0.005,"(10, 10, 5)",adam,"{'nn_model__batch_size': 256, 'nn_model__dropout': 0.1, 'nn_model__epochs': 300, 'nn_model__input_dim': 22, 'nn_model__learning_rate': 0.005, 'nn_model__nodes_per_layer': (10, 10, 5), 'nn_model__optimizer': 'adam'}",-99.9975741638035,-124.56940841674799,-112.28349129027575,12.285917126472242,81,-87.021887657429,-87.4161605834961,-87.21902412046255,0.19713646303354437,123
100.74157297611237,0.37219274044036865,4.785565137863159,0.01145792007446289,256,0.1,300,22,0.01,"(10, 5)",adam,"{'nn_model__batch_size': 256, 'nn_model__dropout': 0.1, 'nn_model__epochs': 300, 'nn_model__input_dim': 22, 'nn_model__learning_rate': 0.01, 'nn_model__nodes_per_layer': (10, 5), 'nn_model__optimizer': 'adam'}",-99.2307953452588,-99.74472541809081,-99.4877603816748,0.25696503641600543,41,-34.213483865598114,-38.004451751708984,-36.108967808653546,1.895483943055435,15
113.842280626297,1.4334170818328857,5.291664242744446,0.4463404417037964,256,0.1,300,22,0.01,"(10, 10, 5)",adam,"{'nn_model__batch_size': 256, 'nn_model__dropout': 0.1, 'nn_model__epochs': 300, 'nn_model__input_dim': 22, 'nn_model__learning_rate': 0.01, 'nn_model__nodes_per_layer': (10, 10, 5), 'nn_model__optimizer': 'adam'}",-99.99818175185045,-191.60970046997062,-145.80394111091053,45.80575935906008,106,-89.546512569732,-89.84359741210938,-89.69505499092068,0.14854242118868655,130
34.73068130016327,0.13421571254730225,4.84078586101532,0.008737444877624512,256,0.2,100,22,0.001,"(10, 5)",adam,"{'nn_model__batch_size': 256, 'nn_model__dropout': 0.2, 'nn_model__epochs': 100, 'nn_model__input_dim': 22, 'nn_model__learning_rate': 0.001, 'nn_model__nodes_per_layer': (10, 5), 'nn_model__optimizer': 'adam'}",-98.55280878235591,-97.83309593200681,-98.19295235718135,0.35985642517454863,13,-43.814288355088195,-42.373653411865234,-43.093970883476715,0.7203174716114802,63
39.03740477561951,0.35372138023376465,5.087308645248413,0.0817270278930664,256,0.2,100,22,0.001,"(10, 10, 5)",adam,"{'nn_model__batch_size': 256, 'nn_model__dropout': 0.2, 'nn_model__epochs': 100, 'nn_model__input_dim': 22, 'nn_model__learning_rate': 0.001, 'nn_model__nodes_per_layer': (10, 10, 5), 'nn_model__optimizer': 'adam'}",-99.85525665255142,-99.99480438232422,-99.92503051743782,0.06977386488640036,49,-48.639393548946614,-81.1834716796875,-64.91143261431705,16.272039065370443,109
34.15405607223511,0.34740614891052246,4.777538776397705,0.12711429595947266,256,0.2,100,22,0.005,"(10, 5)",adam,"{'nn_model__batch_size': 256, 'nn_model__dropout': 0.2, 'nn_model__epochs': 100, 'nn_model__input_dim': 22, 'nn_model__learning_rate': 0.005, 'nn_model__nodes_per_layer': (10, 5), 'nn_model__optimizer': 'adam'}",-98.8712631454857,-99.31088058471678,-99.09107186510124,0.2198087196155427,27,-39.1466926824425,-38.76811599731445,-38.95740433987848,0.18928834256402283,37
38.95946538448334,0.5224462747573853,4.7937376499176025,0.04799199104309082,256,0.2,100,22,0.005,"(10, 10, 5)",adam,"{'nn_model__batch_size': 256, 'nn_model__dropout': 0.2, 'nn_model__epochs': 100, 'nn_model__input_dim': 22, 'nn_model__learning_rate': 0.005, 'nn_model__nodes_per_layer': (10, 10, 5), 'nn_model__optimizer': 'adam'}",-155.6906518045041,-156.29652923583905,-155.99359052017158,0.3029387156674659,113,-50.14963209881857,-51.1272087097168,-50.638420404267684,0.48878830544911267,91
34.74796950817108,0.10477292537689209,4.8606789112091064,0.20838189125061035,256,0.2,100,22,0.01,"(10, 5)",adam,"{'nn_model__batch_size': 256, 'nn_model__dropout': 0.2, 'nn_model__epochs': 100, 'nn_model__input_dim': 22, 'nn_model__learning_rate': 0.01, 'nn_model__nodes_per_layer': (10, 5), 'nn_model__optimizer': 'adam'}",-195.57531462983118,-263.81868804931634,-229.69700133957377,34.121686709742576,135,-47.60949884610427,-93.81419372558594,-70.7118462858451,23.102347439740832,116
39.32370960712433,0.502132773399353,4.705377101898193,0.12963175773620605,256,0.2,100,22,0.01,"(10, 10, 5)",adam,"{'nn_model__batch_size': 256, 'nn_model__dropout': 0.2, 'nn_model__epochs': 100, 'nn_model__input_dim': 22, 'nn_model__learning_rate': 0.01, 'nn_model__nodes_per_layer': (10, 10, 5), 'nn_model__optimizer': 'adam'}",-103.17181796146983,-158.4659757995605,-130.81889688051518,27.64707891904534,96,-86.78214766507853,-88.47521209716797,-87.62867988112325,0.8465322160447215,125
67.50919568538666,0.6050266027450562,4.854695081710815,0.011653900146484375,256,0.2,200,22,0.001,"(10, 5)",adam,"{'nn_model__batch_size': 256, 'nn_model__dropout': 0.2, 'nn_model__epochs': 200, 'nn_model__input_dim': 22, 'nn_model__learning_rate': 0.001, 'nn_model__nodes_per_layer': (10, 5), 'nn_model__optimizer': 'adam'}",-99.62645674600509,-98.79806083679199,-99.21225879139854,0.41419795460654996,33,-38.721915786151605,-41.49937438964844,-40.110645087900025,1.3887293017484161,46
75.48807668685913,0.3668971061706543,5.301067352294922,0.45084238052368164,256,0.2,200,22,0.001,"(10, 10, 5)",adam,"{'nn_model__batch_size': 256, 'nn_model__dropout': 0.2, 'nn_model__epochs': 200, 'nn_model__input_dim': 22, 'nn_model__learning_rate': 0.001, 'nn_model__nodes_per_layer': (10, 10, 5), 'nn_model__optimizer': 'adam'}",-103.44979883540498,-99.79044494628906,-101.62012189084702,1.82967694455796,60,-39.14429580628571,-46.9243278503418,-43.034311828313754,3.8900160220280426,62
67.35997569561005,0.44058120250701904,4.814751982688904,0.0856558084487915,256,0.2,200,22,0.005,"(10, 5)",adam,"{'nn_model__batch_size': 256, 'nn_model__dropout': 0.2, 'nn_model__epochs': 200, 'nn_model__input_dim': 22, 'nn_model__learning_rate': 0.005, 'nn_model__nodes_per_layer': (10, 5), 'nn_model__optimizer': 'adam'}",-99.08890665286538,-99.44406539916992,-99.26648602601765,0.17757937315226968,35,-43.38439301660885,-42.58173370361328,-42.98306336011106,0.40132965649778285,61
